C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_48_728.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_48_728.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_48_728.jpg, 0, 0, 0, 7.997358E-05
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_49_109.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_49_109.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_49_109.jpg, 0, 0, 0, 8.238339E-05
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_49_347.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_49_347.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_49_347.jpg, 0, 0, 0, 8.040887E-05
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_49_600.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_49_600.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_49_600.jpg, 0, 0, 0, 7.78195E-05
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_49_825.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_49_825.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_49_825.jpg, 0, 0, 0, 8.080076E-05
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_49_964.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_49_964.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_49_964.jpg, 0, 0, 0, 8.027884E-05
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_50_170.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_50_170.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_50_170.jpg, 0, 0, 0, 7.879836E-05
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_50_326.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_50_326.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_50_326.jpg, 0, 0, 0, 7.987103E-05
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_50_471.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_50_471.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_50_471.jpg, 0, 0.4242177, 0, 0.7063397
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_50_649.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_50_649.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_50_649.jpg, 0, 0, 0, 0.6930549
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_50_747.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_50_747.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_50_747.jpg, 0, 0, 0, 0.6859605
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_50_911.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_50_911.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_50_911.jpg, 0, 0.402252, 0, 1.269803
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_51_036.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_51_036.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_51_036.jpg, 0, 0, 0, 1.241666
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_51_199.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_51_199.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_51_199.jpg, 0, 0, 0, 1.221805
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_51_336.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_51_336.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_51_336.jpg, 0, 0, 0, 1.204688
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_51_472.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_51_472.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_51_472.jpg, 0, 0, 0, 1.187812
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_51_610.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_51_610.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_51_610.jpg, 0, 0, 0, 1.171172
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_51_744.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_51_744.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_51_744.jpg, 0, 0, 0, 1.154765
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_51_905.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_51_905.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_51_905.jpg, 0, 0.4160715, 0, 1.719134
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_52_036.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_52_036.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_52_036.jpg, 0, 0, 0, 1.719529
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_52_172.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_52_172.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_52_172.jpg, -0.4136364, 0, 0, 1.673949
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_52_332.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_52_332.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_52_332.jpg, 0, 0, 0, 1.639352
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_52_486.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_52_486.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_52_486.jpg, 0, 0, 0, 1.613123
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_52_630.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_52_630.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_52_630.jpg, 0, 0, 0, 1.590519
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_52_795.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_52_795.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_52_795.jpg, 0, 0.4042434, 0, 2.245353
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_52_930.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_52_930.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_52_930.jpg, 0, 0, 0, 2.223145
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_53_044.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_53_044.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_53_044.jpg, 0, 0, 0, 2.191988
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_53_231.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_53_231.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_53_231.jpg, -0.5447802, 0, 0, 2.104178
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_53_365.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_53_365.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_53_365.jpg, -0.1260579, 0, 0, 2.069293
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_53_503.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_53_503.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_53_503.jpg, 0, 0, 0, 2.039361
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_53_632.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_53_632.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_53_632.jpg, 0, 0, 0, 2.014839
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_53_779.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_53_779.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_53_779.jpg, 0, 0, 0, 1.986602
C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\center_2024_03_11_17_35_53_924.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\left_2024_03_11_17_35_53_924.jpg, C:\Users\divya\Downloads\simulator-windows-64\Data\IMG\right_2024_03_11_17_35_53_924.jpg, -0.4352178, 0, 0, 1.927279
